TRAVEL_ID,LODGING_NM,LODGING_TYPE_CD,PAYMENT_NUM,ROAD_NM_ADDR,PAYMENT_AMT_WON,VISIT_AREA_ID,VISIT_AREA_NM,SIDO,GUNGU,EUPMYEON,VISIT_AREA_TYPE_CD,DGSTFN,X_COORD,Y_COORD,TRAVELER_ID,MVMN_NM,GENDER,AGE_GRP,INCOME,TRAVEL_STYL_1,TRAVEL_STYL_4,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_8,TRAVEL_MOTIVE_1,TRAVEL_COMPANIONS_NUM,TRAVEL_START_YMD
h_h000009,씨스테이호텔&스파,1,2,제주특별자치도 제주시 애월읍 애월해안로 255,201434,2305200002,한라산국립공원 관음사 탐방로,제주특별자치도,제주시,오라이동,1,5,126.5380065,33.3908377,h000009,자가용,0,40,5,3,3,3,5,6,6,1,2023-05-18
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305280003,제주 국제공항 렌터카 하우스,제주특별자치도,제주시,용담2동,1,5,126.4922739,33.5048771,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305280003,제주 국제공항 렌터카 하우스,제주특별자치도,제주시,용담2동,1,5,126.4922739,33.5048771,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305280005,함덕 돌핀 레저 본사,제주특별자치도,제주시,조천읍,5,4,126.6703159,33.542427,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305280005,함덕 돌핀 레저 본사,제주특별자치도,제주시,조천읍,5,4,126.6703159,33.542427,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305280007,함덕 돌핀 레저 본사,제주특별자치도,제주시,조천읍,5,5,126.6703159,33.542427,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305280007,함덕 돌핀 레저 본사,제주특별자치도,제주시,조천읍,5,5,126.6703159,33.542427,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305280010,올레 야시장,제주특별자치도,서귀포시,서귀동,4,5,126.5628483,33.249541,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305280010,올레 야시장,제주특별자치도,서귀포시,서귀동,4,5,126.5628483,33.249541,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305290002,쇠소깍,제주특별자치도,서귀포시,하효동,1,5,126.6224051,33.2542461,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305290002,쇠소깍,제주특별자치도,서귀포시,하효동,1,5,126.6224051,33.2542461,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305290005,몸냥공작소,제주특별자치도,제주시,애월읍,4,3,126.3974209,33.4311185,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305290005,몸냥공작소,제주특별자치도,제주시,애월읍,4,3,126.3974209,33.4311185,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305300001,소랑 아시,제주특별자치도,서귀포시,색달동,4,5,126.4146681,33.2557031,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305300001,소랑 아시,제주특별자치도,서귀포시,색달동,4,5,126.4146681,33.2557031,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,신신호텔 천지연,1,4,제주특별자치도 서귀포시 서문로 42-1,72000,2305300003,테디베어 하우스 테지움 제주점,제주특별자치도,제주시,애월읍,3,5,126.3936133,33.4122521,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000010,제주키즈독채펜션아이랑,3,4,제주특별자치도 제주시 애월읍 고내로7길 34,340000,2305300003,테디베어 하우스 테지움 제주점,제주특별자치도,제주시,애월읍,3,5,126.3936133,33.4122521,h000010,대중교통 등,1,40,2,3,5,3,3,7,3,3,2023-05-28
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305200003,바운스 슈퍼 파크 제주센터,제주특별자치도,제주시,오라이동,6,5,126.5094131,33.4824442,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305210002,비자림,제주특별자치도,제주시,구좌읍,1,5,126.8099875,33.4904084,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305210003,목장카페드르쿰다,제주특별자치도,서귀포시,표선면,4,5,126.7703379,33.4094597,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305210005,신비의 도로,제주특별자치도,제주시,노형동,1,4,126.4878893,33.4504028,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305220001,하이 버니,제주특별자치도,제주시,오라이동,6,5,126.5126365,33.4665158,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305220002,제주동문재래시장 공영주차장,제주특별자치도,제주시,이도일동,4,5,126.5260753,33.510828,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305230001,국제 리더스클럽,제주특별자치도,제주시,조천읍,5,5,126.6525214,33.5516188,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000014,한화리조트 제주,4,8,제주특별자치도 제주시 명림로 575-107,340000,2305230002,함덕해수욕장,제주특별자치도,제주시,조천읍,1,5,126.6692389,33.5430616,h000014,대중교통 등,1,20,3,2,2,2,4,6,8,7,2023-05-20
h_h000019,바당1807,7,1,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,30000,2305260002,가파도,제주특별자치도,서귀포시,대정읍,1,5,126.2714103,33.1700121,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,수수민박,7,1,제주특별자치도 서귀포시 색달로81번길 61,30000,2305260002,가파도,제주특별자치도,서귀포시,대정읍,1,5,126.2714103,33.1700121,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,오소소게스트하우스,7,1,제주특별자치도 서귀포시 대정읍 비자낭로 23,28000,2305260002,가파도,제주특별자치도,서귀포시,대정읍,1,5,126.2714103,33.1700121,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,바당1807,7,1,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,30000,2305270001,군산 오름 주차장,제주특별자치도,서귀포시,안덕면,1,4,126.368535,33.2528699,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,수수민박,7,1,제주특별자치도 서귀포시 색달로81번길 61,30000,2305270001,군산 오름 주차장,제주특별자치도,서귀포시,안덕면,1,4,126.368535,33.2528699,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,오소소게스트하우스,7,1,제주특별자치도 서귀포시 대정읍 비자낭로 23,28000,2305270001,군산 오름 주차장,제주특별자치도,서귀포시,안덕면,1,4,126.368535,33.2528699,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,바당1807,7,1,제주특별자치도 제주시 애월읍 하귀미수포길 5-2,30000,2305280003,쇼트롱 시네마,제주특별자치도,제주시,애월읍,3,4,126.3641732,33.4751485,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,수수민박,7,1,제주특별자치도 서귀포시 색달로81번길 61,30000,2305280003,쇼트롱 시네마,제주특별자치도,제주시,애월읍,3,4,126.3641732,33.4751485,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000019,오소소게스트하우스,7,1,제주특별자치도 서귀포시 대정읍 비자낭로 23,28000,2305280003,쇼트롱 시네마,제주특별자치도,제주시,애월읍,3,4,126.3641732,33.4751485,h000019,대중교통 등,1,30,4,3,6,6,4,6,2,0,2023-05-25
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305190001,신창 풍차 해안도로,제주특별자치도,제주시,한경면,1,4,126.174206,33.343081,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305190001,신창 풍차 해안도로,제주특별자치도,제주시,한경면,1,4,126.174206,33.343081,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305190004,성이시돌목장,제주특별자치도,제주시,한림읍,1,3,126.3273211,33.3477699,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305190004,성이시돌목장,제주특별자치도,제주시,한림읍,1,3,126.3273211,33.3477699,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305190005,금오름,제주특별자치도,제주시,한림읍,1,4,126.3058389,33.3545723,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305190005,금오름,제주특별자치도,제주시,한림읍,1,4,126.3058389,33.3545723,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305200002,노티스 제주,제주특별자치도,제주시,애월읍,4,4,126.3097228,33.4632718,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305200002,노티스 제주,제주특별자치도,제주시,애월읍,4,4,126.3097228,33.4632718,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305200003,아르떼 뮤지엄 제주,제주특별자치도,제주시,애월읍,3,3,126.3450106,33.3967005,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305200003,아르떼 뮤지엄 제주,제주특별자치도,제주시,애월읍,3,3,126.3450106,33.3967005,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305200004,스타벅스 제주 애월 DT점,제주특별자치도,제주시,애월읍,4,4,126.3487637,33.4727525,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305200004,스타벅스 제주 애월 DT점,제주특별자치도,제주시,애월읍,4,4,126.3487637,33.4727525,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,마이온홈,3,2,제주특별자치도 제주시 애월읍 애원로 132-6,160000,2305210003,이호테우해수욕장,제주특별자치도,제주시,이호일동,1,3,126.4526908,33.4973768,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000025,하모스테이,7,2,제주특별자치도 제주시 한림읍 금능5길 11,80000,2305210003,이호테우해수욕장,제주특별자치도,제주시,이호일동,1,3,126.4526908,33.4973768,h000025,대중교통 등,0,30,8,3,3,4,3,6,2,1,2023-05-18
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305190004,이마트 제주점,제주특별자치도,제주시,삼도2동,4,4,126.5213197,33.5179684,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305200001,아르떼 뮤지엄 제주,제주특별자치도,제주시,애월읍,3,5,126.3450106,33.3967005,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305200002,인디언 키친,제주특별자치도,제주시,애월읍,4,5,126.330987,33.4503767,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305210001,항파두리 항몽 유적지,제주특별자치도,제주시,애월읍,2,4,126.4079226,33.4527479,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305210005,삼양해수욕장,제주특별자치도,제주시,삼양이동,1,5,126.5855373,33.525867,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000030,녹고뫼휴양펜션 &제주캠핑장,5,2,제주특별자치도 제주시 애월읍 유수암평화10길 175-78,270000,2305210006,바이 제주,제주특별자치도,제주시,용담삼동,4,5,126.504123,33.5165736,h000030,대중교통 등,1,50,5,4,6,3,4,5,2,1,2023-05-19
h_h000032,한화리조트 제주,4,2,제주특별자치도 제주시 명림로 575-107,0,2305250006,김녕항,제주특별자치도,제주시,구좌읍,7,4,126.7373129,33.5597707,h000032,대중교통 등,1,30,7,3,3,3,3,6,2,1,2023-05-25
h_h000032,한화리조트 제주,4,2,제주특별자치도 제주시 명림로 575-107,0,2305260002,사려니숲길,제주특별자치도,제주시,조천읍,7,3,126.6264973,33.4220328,h000032,대중교통 등,1,30,7,3,3,3,3,6,2,1,2023-05-25
h_h000032,한화리조트 제주,4,2,제주특별자치도 제주시 명림로 575-107,0,2305280001,절물자연휴양림,제주특별자치도,제주시,봉개동,7,4,126.6280113,33.4391526,h000032,대중교통 등,1,30,7,3,3,3,3,6,2,1,2023-05-25
h_h000034,성산일출봉 공영주차장,5,1,제주특별자치도 서귀포시 성산읍 일출로 284-6,0,2305270002,성산 해안도로,제주특별자치도,서귀포시,성산읍,1,5,126.9362428,33.4659598,h000034,자가용,1,20,5,6,3,5,3,4,1,0,2023-05-27
h_h000034,성산일출봉 공영주차장,5,1,제주특별자치도 서귀포시 성산읍 일출로 284-6,0,2305290002,신화 테마파크,제주특별자치도,서귀포시,안덕면,6,5,126.3152821,33.3047589,h000034,자가용,1,20,5,6,3,5,3,4,1,0,2023-05-27
h_h000037,WE호텔,1,2,제주특별자치도 서귀포시 1100로 453-95,242100,2306010003,절물자연휴양림,제주특별자치도,제주시,봉개동,1,4,126.6280113,33.4391526,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,브리즈베이호텔,1,2,제주특별자치도 서귀포시 성산읍 성산등용로 42,49500,2306010003,절물자연휴양림,제주특별자치도,제주시,봉개동,1,4,126.6280113,33.4391526,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,한담풍경하우스,3,2,제주특별자치도 제주시 애월읍 애월로 6,119600,2306010003,절물자연휴양림,제주특별자치도,제주시,봉개동,1,4,126.6280113,33.4391526,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,WE호텔,1,2,제주특별자치도 서귀포시 1100로 453-95,242100,2306010004,여느 카페,제주특별자치도,제주시,조천읍,4,5,126.673671,33.4322161,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,브리즈베이호텔,1,2,제주특별자치도 서귀포시 성산읍 성산등용로 42,49500,2306010004,여느 카페,제주특별자치도,제주시,조천읍,4,5,126.673671,33.4322161,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,한담풍경하우스,3,2,제주특별자치도 제주시 애월읍 애월로 6,119600,2306010004,여느 카페,제주특별자치도,제주시,조천읍,4,5,126.673671,33.4322161,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
h_h000037,WE호텔,1,2,제주특별자치도 서귀포시 1100로 453-95,242100,2306010005,고흐의 정원,제주특별자치도,서귀포시,성산읍,3,5,126.8437184,33.3733756,h000037,자가용,0,40,9,1,4,4,1,2,10,1,2023-06-01
